last_edited_by,date_added,last_edited_date,raw_source,vessel_id,port,key,arr_date,port_master,aphorism,holiday_greeting,wisdom,saying,vessel_name,tonnage,length_overall,flag_country,vessel_company,vessel_type
Haenyeo Hyun-Ki,2035-11-28T00:00:00Z,2035-12-05T00:00:00Z,South Paackland harbor reports,shipmatrix9b4,City of South Paackland,0,2035-11-28T00:00:00Z,Portmaster of South Paackland,Sail away from the safe harbor. Catch the trade winds in your sails. Explore. Dream. Discover.,NA,"The heart of man is very much like the sea, it has its storms, it has its tides and in its depths it has its pearls too.",The sea hates a coward.,Ship Matrix,2100,110,Khamseena,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-12-04T00:00:00Z,2035-12-09T00:00:00Z,South Paackland harbor reports,shipmatrix9b4,City of South Paackland,1,2035-11-28T00:00:00Z,Portmaster of South Paackland,The sea does not like to be restrained.,NA,"The heart of man is very much like the sea, it has its storms, it has its tides and in its depths it has its pearls too.","Salty air, sun-kissed hair, the endless ocean, the smell of the sea, the touch of the sand, the island life for me.",Ship Matrix,2100,110,Khamseena,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-10-08T00:00:00Z,2035-10-13T00:00:00Z,Himark harbor reports,shipmatrix9b4,City of Himark,0,2035-10-03T00:00:00Z,Portmaster of Himark,Ships are the nearest things to dreams that hands have ever made.,NA,A smooth sea never made a skilled sailor.,"The island is not just a place, but an experience.",Ship Matrix,2100,110,Khamseena,Unknown,Cargo_Vessel
Clepper Jessen,2035-04-06T00:00:00Z,2035-04-08T00:00:00Z,Haacklee harbor reports,shipmatrix9b4,City of Haacklee,0,2035-04-05T00:00:00Z,Portmaster of Haacklee,What would an ocean be without a monster lurking in the dark? It would be like sleep without dreams.,NA,NA,"The island is not just a place, but an experience.",Ship Matrix,2100,110,Khamseena,Unknown,Cargo_Vessel
Junior Shurdlu,2035-02-04T00:00:00Z,2035-02-09T00:00:00Z,Haacklee harbor reports,shipmatrix9b4,City of Haacklee,1,2035-02-01T00:00:00Z,Portmaster of Haacklee,What would an ocean be without a monster lurking in the dark? It would be like sleep without dreams.,NA,NA,NA,Ship Matrix,2100,110,Khamseena,Unknown,Cargo_Vessel
Clepper Jessen,2035-08-04T00:00:00Z,2035-08-13T00:00:00Z,Lomark harbor reports,shipmatrix9b4,City of Lomark,0,2035-08-01T00:00:00Z,Portmaster of Lomark,"The sea, once it casts its spell, holds one in its net of wonder forever.",NA,NA,"A ship in harbor is safe, but that's not what ships are built for.",Ship Matrix,2100,110,Khamseena,Unknown,Cargo_Vessel
Junior Shurdlu,2035-03-26T00:00:00Z,2035-04-01T00:00:00Z,Paackland harbor reports,shipmatrix9b4,City of Paackland,0,2035-03-16T00:00:00Z,Portmaster of Paackland,NA,NA,A sailor’s joy is as simple as a child’s.,"You can shake the sand from your shoes, but it will never leave your soul.",Ship Matrix,2100,110,Khamseena,Unknown,Cargo_Vessel
Clepper Jessen,2035-03-23T00:00:00Z,2035-03-31T00:00:00Z,Paackland harbor reports,shipmatrix9b4,City of Paackland,1,2035-03-16T00:00:00Z,Portmaster of Paackland,NA,NA,NA,"You can shake the sand from your shoes, but it will never leave your soul.",Ship Matrix,2100,110,Khamseena,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-11-14T00:00:00Z,2035-11-24T00:00:00Z,South Paackland harbor reports,oysteropener442,City of South Paackland,0,2035-11-10T00:00:00Z,Portmaster of South Paackland,The sea does not like to be restrained.,NA,An island is more than just a geographical location; it's a state of mind.,I start from the premise that no object created by man is as satisfying to his body and soul as a proper sailing yacht.,Oyster Opener,3000,80,Oceanus,Hernandez Group,Fishing
Haenyeo Hyun-Ki,2035-08-11T00:00:00Z,2035-08-18T00:00:00Z,South Paackland harbor reports,oysteropener442,City of South Paackland,1,2035-08-05T00:00:00Z,Portmaster of South Paackland,"The island is not just a place, but an experience.",NA,An islander knows the true value of a single shell.,I start from the premise that no object created by man is as satisfying to his body and soul as a proper sailing yacht.,Oyster Opener,3000,80,Oceanus,Hernandez Group,Fishing
Haenyeo Hyun-Ki,2035-08-30T00:00:00Z,2035-08-31T00:00:00Z,Paackland harbor reports,oysteropener442,City of Paackland,0,2035-08-21T00:00:00Z,Portmaster of Paackland,Life's roughest storms prove the strength of our anchors.,Merry Unification Day to you all!,"Bare feet, salty hair.","You can shake the sand from your shoes, but it will never leave your soul.",Oyster Opener,3000,80,Oceanus,Hernandez Group,Fishing
Clepper Jessen,2035-08-21T00:00:00Z,2035-08-22T00:00:00Z,Paackland harbor reports,oysteropener442,City of Paackland,1,2035-08-21T00:00:00Z,Portmaster of Paackland,Life's roughest storms prove the strength of our anchors.,Merry Unification Day to you all!,A smooth sea never made a skilled sailor.,"The sea, the majestic sea, breaks everything, crushes everything, cleans everything, takes everything...from me.",Oyster Opener,3000,80,Oceanus,Hernandez Group,Fishing
Junior Shurdlu,2035-04-15T00:00:00Z,2035-04-16T00:00:00Z,Paackland harbor reports,oysteropener442,City of Paackland,2,2035-04-12T00:00:00Z,Portmaster of Paackland,"To reach a port, we must set sail.",Merry Lunch of VonLipwig to you all!,"You can't stop the waves, but you can learn to surf.",The sea complains upon a thousand shores.,Oyster Opener,3000,80,Oceanus,Hernandez Group,Fishing
Haenyeo Hyun-Ki,2035-04-14T00:00:00Z,2035-04-24T00:00:00Z,Paackland harbor reports,oysteropener442,City of Paackland,3,2035-04-12T00:00:00Z,Portmaster of Paackland,"To reach a port, we must set sail.",NA,NA,He that will not sail till all dangers are over must never put to sea.,Oyster Opener,3000,80,Oceanus,Hernandez Group,Fishing
Haenyeo Hyun-Ki,2035-07-29T00:00:00Z,2035-08-04T00:00:00Z,Paackland harbor reports,oysteropener442,City of Paackland,4,2035-07-20T00:00:00Z,Portmaster of Paackland,"The heart of man is very much like the sea, it has its storms, it has its tides and in its depths it has its pearls too.",NA,NA,Sunset is my favorite color.,Oyster Opener,3000,80,Oceanus,Hernandez Group,Fishing
Haenyeo Hyun-Ki,2035-07-12T00:00:00Z,2035-07-14T00:00:00Z,Paackland harbor reports,cargocatalystb02,City of Paackland,0,2035-07-05T00:00:00Z,Portmaster of Paackland,The island life chose me.,NA,"If your ship doesn’t come in, swim out to meet it!",NA,Cargo Catalyst,76000,210,Nyxonix,Unknown,Cargo_Vessel
Clepper Jessen,2035-07-04T00:00:00Z,2035-07-14T00:00:00Z,Paackland harbor reports,cargocatalystb02,City of Paackland,1,2035-07-04T00:00:00Z,Portmaster of Paackland,NA,NA,"If your ship doesn’t come in, swim out to meet it!",NA,Cargo Catalyst,76000,210,Nyxonix,Unknown,Cargo_Vessel
Clepper Jessen,2035-11-09T00:00:00Z,2035-11-18T00:00:00Z,Haacklee harbor reports,cargocatalystb02,City of Haacklee,0,2035-11-02T00:00:00Z,Portmaster of Haacklee,"The island is calling, and I must go.",NA,I can't control the wind but I can adjust the sail.,A rising tide lifts all boats.,Cargo Catalyst,76000,210,Nyxonix,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-09-06T00:00:00Z,2035-09-15T00:00:00Z,Haacklee harbor reports,cargocatalystb02,City of Haacklee,1,2035-09-04T00:00:00Z,Portmaster of Haacklee,NA,NA,I can't control the wind but I can adjust the sail.,NA,Cargo Catalyst,76000,210,Nyxonix,Unknown,Cargo_Vessel
Clepper Jessen,2035-11-07T00:00:00Z,2035-11-14T00:00:00Z,Lomark harbor reports,cargocatalystb02,City of Lomark,0,2035-11-01T00:00:00Z,Portmaster of Lomark,Sail away from the safe harbor. Catch the trade winds in your sails. Explore. Dream. Discover.,NA,A rising tide lifts all boats.,We dream in colors borrowed from the sea.,Cargo Catalyst,76000,210,Nyxonix,Unknown,Cargo_Vessel
Clepper Jessen,2035-11-10T00:00:00Z,2035-11-17T00:00:00Z,Lomark harbor reports,cargocatalystb02,City of Lomark,1,2035-11-01T00:00:00Z,Portmaster of Lomark,Sail away from the safe harbor. Catch the trade winds in your sails. Explore. Dream. Discover.,NA,A rising tide lifts all boats.,We dream in colors borrowed from the sea.,Cargo Catalyst,76000,210,Nyxonix,Unknown,Cargo_Vessel
Clepper Jessen,2035-12-01T00:00:00Z,2035-12-02T00:00:00Z,Lomark harbor reports,cargocatalystb02,City of Lomark,2,2035-11-28T00:00:00Z,Portmaster of Lomark,NA,NA,A rising tide lifts all boats.,NA,Cargo Catalyst,76000,210,Nyxonix,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-04-13T00:00:00Z,2035-04-18T00:00:00Z,Himark harbor reports,cargocatalystb02,City of Himark,0,2035-04-06T00:00:00Z,Portmaster of Himark,NA,NA,"When you're on an island, every sunrise is a gift.",NA,Cargo Catalyst,76000,210,Nyxonix,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-02-24T00:00:00Z,2035-02-25T00:00:00Z,South Paackland harbor reports,cargocatalystb02,City of South Paackland,0,2035-02-15T00:00:00Z,Portmaster of South Paackland,You can't cross the sea merely by standing and staring at the water.,NA,NA,"The ocean stirs the heart, inspires the imagination, and brings eternal joy to the soul.",Cargo Catalyst,76000,210,Nyxonix,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-08-30T00:00:00Z,2035-08-31T00:00:00Z,Paackland harbor reports,channelcatfishcapturer175,City of Paackland,0,2035-08-21T00:00:00Z,Portmaster of Paackland,Life's roughest storms prove the strength of our anchors.,Merry Offler Snack to you all!,Island life is life without corners.,"Sea Fever: I must go down to the seas again, to the lonely sea and the sky, And all I ask is a tall ship and a star to steer her by.",Channel Catfish Capturer,3900,60,Oceanus,Lowery-Myers,Fishing
Haenyeo Hyun-Ki,2035-08-24T00:00:00Z,2035-08-26T00:00:00Z,Paackland harbor reports,channelcatfishcapturer175,City of Paackland,1,2035-08-21T00:00:00Z,Portmaster of Paackland,Life's roughest storms prove the strength of our anchors.,Merry Offler Snack to you all!,Island life is life without corners.,"Sea Fever: I must go down to the seas again, to the lonely sea and the sky, And all I ask is a tall ship and a star to steer her by.",Channel Catfish Capturer,3900,60,Oceanus,Lowery-Myers,Fishing
Clepper Jessen,2035-08-28T00:00:00Z,2035-09-06T00:00:00Z,Paackland harbor reports,channelcatfishcapturer175,City of Paackland,2,2035-08-21T00:00:00Z,Portmaster of Paackland,Life's roughest storms prove the strength of our anchors.,"Wow, its Day of Future Hope again",The sea lives in every one of us.,"Sea Fever: I must go down to the seas again, to the lonely sea and the sky, And all I ask is a tall ship and a star to steer her by.",Channel Catfish Capturer,3900,60,Oceanus,Lowery-Myers,Fishing
Junior Shurdlu,2035-02-19T00:00:00Z,2035-02-26T00:00:00Z,Lomark harbor reports,channelcatfishcapturer175,City of Lomark,0,2035-02-17T00:00:00Z,Portmaster of Lomark,Life is better in a hammock.,What are you doing for Minister's Day this year?,"To reach a port, we must set sail.","I must go down to the seas again, for the call of the running tide.",Channel Catfish Capturer,3900,60,Oceanus,Lowery-Myers,Fishing
Junior Shurdlu,2035-03-30T00:00:00Z,2035-04-06T00:00:00Z,Lomark harbor reports,channelcatfishcapturer175,City of Lomark,1,2035-03-20T00:00:00Z,Portmaster of Lomark,Life is better in a hammock.,What are you doing for Minister's Day this year?,"To reach a port, we must set sail.","The goal is not to sail the boat, but rather to help the boat sail herself.",Channel Catfish Capturer,3900,60,Oceanus,Lowery-Myers,Fishing
Clepper Jessen,2035-03-16T00:00:00Z,2035-03-24T00:00:00Z,Lomark harbor reports,channelcatfishcapturer175,City of Lomark,2,2035-03-07T00:00:00Z,Portmaster of Lomark,Life is better in a hammock.,What are you doing for Minister's Day this year?,A good sailor knows his ropes.,"Don't wait for your ship to come in, swim out to it.",Channel Catfish Capturer,3900,60,Oceanus,Lowery-Myers,Fishing
Haenyeo Hyun-Ki,2035-06-16T00:00:00Z,2035-06-26T00:00:00Z,South Paackland harbor reports,channelcatfishcapturer175,City of South Paackland,0,2035-06-07T00:00:00Z,Portmaster of South Paackland,The waves of the sea help me get back to me.,NA,"There is one spectacle grander than the sea, that is the sky; there is one spectacle grander than the sky, that is the interior of the soul.","The cure for anything is salt water: sweat, tears, or the sea.",Channel Catfish Capturer,3900,60,Oceanus,Lowery-Myers,Fishing
Haenyeo Hyun-Ki,2035-06-07T00:00:00Z,2035-06-15T00:00:00Z,South Paackland harbor reports,channelcatfishcapturer175,City of South Paackland,1,2035-06-07T00:00:00Z,Portmaster of South Paackland,The waves of the sea help me get back to me.,NA,NA,"If you want to build a ship, don’t drum up the men to gather wood, divide the work, and give orders. Instead, teach them to yearn for the vast and endless sea.",Channel Catfish Capturer,3900,60,Oceanus,Lowery-Myers,Fishing
Haenyeo Hyun-Ki,2035-08-24T00:00:00Z,2035-09-01T00:00:00Z,Paackland harbor reports,trawlertriumph31f,City of Paackland,0,2035-08-21T00:00:00Z,Portmaster of Paackland,Life's roughest storms prove the strength of our anchors.,Merry Offler Snack to you all!,The man who rows the boat seldom has time to rock it.,"You can shake the sand from your shoes, but it will never leave your soul.",Trawler Triumph,5000,80,Oceanus,"Terry, Smith and Lyons",Fishing
Haenyeo Hyun-Ki,2035-08-26T00:00:00Z,2035-09-03T00:00:00Z,Paackland harbor reports,trawlertriumph31f,City of Paackland,1,2035-08-21T00:00:00Z,Portmaster of Paackland,Life's roughest storms prove the strength of our anchors.,What are you doing for Memorialince of Labor's Past and Future this year?,The man who rows the boat seldom has time to rock it.,"The ocean stirs the heart, inspires the imagination and brings eternal joy to the soul.",Trawler Triumph,5000,80,Oceanus,"Terry, Smith and Lyons",Fishing
Clepper Jessen,2035-05-24T00:00:00Z,2035-05-29T00:00:00Z,Paackland harbor reports,trawlertriumph31f,City of Paackland,2,2035-05-14T00:00:00Z,Portmaster of Paackland,The ocean is where I belong.,NA,"On an island, you're always surrounded by friends – sometimes they just have fins or feathers.","The ocean stirs the heart, inspires the imagination and brings eternal joy to the soul.",Trawler Triumph,5000,80,Oceanus,"Terry, Smith and Lyons",Fishing
Haenyeo Hyun-Ki,2035-07-14T00:00:00Z,2035-07-16T00:00:00Z,Paackland harbor reports,trawlertriumph31f,City of Paackland,3,2035-07-11T00:00:00Z,Portmaster of Paackland,"Island life is simple, just add water.",NA,NA,NA,Trawler Triumph,5000,80,Oceanus,"Terry, Smith and Lyons",Fishing
Clepper Jessen,2035-10-03T00:00:00Z,2035-10-08T00:00:00Z,Lomark harbor reports,trawlertriumph31f,City of Lomark,0,2035-09-23T00:00:00Z,Portmaster of Lomark,"The calmer the waters, the closer the storm.",Enjoy Offler Snack today!,The secret ingredient is always saltwater.,A sailor’s joy is as simple as a child’s.,Trawler Triumph,5000,80,Oceanus,"Terry, Smith and Lyons",Fishing
Junior Shurdlu,2035-09-26T00:00:00Z,2035-10-04T00:00:00Z,Lomark harbor reports,trawlertriumph31f,City of Lomark,1,2035-09-23T00:00:00Z,Portmaster of Lomark,"The calmer the waters, the closer the storm.",Enjoy Offler Snack today!,The secret ingredient is always saltwater.,A sailor’s joy is as simple as a child’s.,Trawler Triumph,5000,80,Oceanus,"Terry, Smith and Lyons",Fishing
Clepper Jessen,2035-04-12T00:00:00Z,2035-04-19T00:00:00Z,Lomark harbor reports,trawlertriumph31f,City of Lomark,2,2035-04-02T00:00:00Z,Portmaster of Lomark,They are ill discoverers that think there is no land when they can see nothing but sea.,NA,The sea is everything. It covers seven tenths of the terrestrial globe.,NA,Trawler Triumph,5000,80,Oceanus,"Terry, Smith and Lyons",Fishing
Junior Shurdlu,2035-09-06T00:00:00Z,2035-09-09T00:00:00Z,Lomark harbor reports,trawlertriumph31f,City of Lomark,3,2035-09-03T00:00:00Z,Portmaster of Lomark,NA,NA,The sea is everything. It covers seven tenths of the terrestrial globe.,NA,Trawler Triumph,5000,80,Oceanus,"Terry, Smith and Lyons",Fishing
Junior Shurdlu,2035-05-19T00:00:00Z,2035-05-25T00:00:00Z,Paackland harbor reports,spanishmackerelmaster037,City of Paackland,0,2035-05-09T00:00:00Z,Portmaster of Paackland,"The cure for anything is salt water – sweat, tears, or the sea.",Merry Offler Snack to you all!,Island life is life without corners.,Island life: where the only decision is to swim left or right.,Spanish Mackerel Master,2400,90,Oceanus,Ritter Ltd,Fishing
Junior Shurdlu,2035-06-16T00:00:00Z,2035-06-24T00:00:00Z,Paackland harbor reports,spanishmackerelmaster037,City of Paackland,1,2035-06-16T00:00:00Z,Portmaster of Paackland,"Sea Fever: I must go down to the seas again, to the lonely sea and the sky, And all I ask is a tall ship and a star to steer her by.",Merry Lunch of VonLipwig to you all!,"The heart of man is very much like the sea, it has its storms, it has its tides and in its depths it has its pearls too.","I'm not afraid of storms, for I'm learning how to sail my ship.",Spanish Mackerel Master,2400,90,Oceanus,Ritter Ltd,Fishing
Junior Shurdlu,2035-12-04T00:00:00Z,2035-12-14T00:00:00Z,Paackland harbor reports,spanishmackerelmaster037,City of Paackland,2,2035-11-28T00:00:00Z,Portmaster of Paackland,"I must go down to the seas again, for the call of the running tide.",NA,Island vibes only.,"I'm not afraid of storms, for I'm learning how to sail my ship.",Spanish Mackerel Master,2400,90,Oceanus,Ritter Ltd,Fishing
